标题,歌曲id,所属歌单
扩列,2673647759,924680166
反派登场,2039198782,8376978101
黑暗力量,2039198784,8376978101
血魔,2039195243,8376978101
鬼马,2039195247,8376978101
一见钟情 (纯享版),2039195253,8376978101
玄武往事,2039198788,8376978101
进入斯特国,2039195249,8376978101
身世之谜,2039198801,8376978101
玄武悲壮,2039195267,8376978101
开场,2039198780,8376978101
说唱歌手 (LIVE版),2065926764,8402855265
2night is a good night (LIVE版),2065921483,8402855265
奇幻的世界 (LIVE版),2065926822,8402855265
我想 (remix) (LIVE版),2065926839,8402855265
最后一舞 (LIVE版),2065921543,8402855265
C级英雄派对 (LIVE版),2065921561,8402855265
猪队友 (LIVE版),2065926895,8402855265
一家人 (LIVE版),2065926899,8402855265
C级英雄 (LIVE版),2065921446,8402855265
星星 (LIVE版),2065926768,8402855265
男孩别哭,25731320,8006931752
没有理想的人不伤心,28009051,8006931752
你要跳舞吗,408055928,8006931752
仙儿,27501008,8006931752
别再问我什么是迪斯科,387492,8006931752
生活因你而火热,406737702,8006931752
越长大越孤单,368800,8006931752
玛卡瑞纳,25702070,8006931752
阿珍爱上了阿强,447926025,8006931752
白日梦蓝,348097,8006931752
你在终点等我,431357712,7752312415
匆匆那年,29713754,7752312415
传奇,298838,7752312415
给自己的情书,299604,7752312415
清风徐来,34586075,7752312415
致青春,26207292,7752312415
陪你度过漫长岁月 (Live),1953853439,8377438674
三生三幸 (Live),1950277668,8377438674
调查中 (Live),1945874952,8377438674
玫瑰少年 (Live),1945878289,8377438674
迷途的孤鸟 (Live),1945877852,8377438674
雨天 (Live),1945878296,8377438674
唯一 (Live),1945875456,8377438674
孤勇者 (Live),1945875467,8377438674
莫问归期 + 醉清风 (Live),1835283154,8377438674
大风吹 (Live),1835283152,8377438674
年轮说,1488258201,8293309078
歌颂者,1358848363,8293309078
太空,1388999487,8293309078
太空人,1388999464,8293309078
巴别塔庆典,1388999462,8293309078
作为怪物,1365930646,8293309078
最难的是相遇,1488258188,8293309078
Storm,1967982138,8293309078
请听,1298432153,8293309078
（……海妖沙龙）（feat. 蜷川红 of 和乐器乐团）,1989142300,8293309078
探清水河,2002419006,7793230288
曾经,1459255844,7793230288
毓贞,1339725434,7793230288
牵挂,1490632717,7793230288
趁着,1459256561,7793230288
蓝色天空,1459256562,7793230288
干一杯,1490631773,7793230288
爱一个人,1490632718,7793230288
探清水河 (伴奏),2002419962,7793230288
干一杯 (伴奏),1490631782,7793230288
逐日 (Live),1986416408,7572863604
黑色柳丁 (Live),1986416411,7572863604
唯一 (Live),1986416415,7572863604
永不失联的爱 (Live),1993400868,7572863604
祝君好 (Live),1993400867,7572863604
念念 (Live),1986420692,7572863604
我不相信 (Live),1986420694,7572863604
墙角 (Live),1986416395,7572863604
是他不配 (Live),1986421514,7572863604
拥抱你 (Live),1986421007,7572863604
借我,408814900,7066400266
瞬,410714658,7066400266
荏苒冬春去,415793652,7066400266
还想听你的故事,413829873,7066400266
我从崖边跌落,415086030,7066400266
俗人言,480769052,7066400266
妄为,480768068,7066400266
唱不了一首欢乐的歌,480768070,7066400266
我一定会爱上你,480769051,7066400266
想念拟人化,1379662223,7066400266
朋友,187134,7098586480
怪你过份美丽,187931,7098586480
海阔天空(live 1996),347033,7098586480
挪威的森林,157288,7098586480
给自己的歌,394670,7098586480
爱我别走,185919,7098586480
神话·情话,555984413,7098586480
知足,385965,7098586480
忽然之间,277759,7098586480
眼泪记得你,2008726921,8250917816
踏浪,308212,8250917816
小步舞曲,209400,8250917816
寂寞先生,63538,8250917816
看见你的声音,1403921413,8250917816
Someday or One Day,1393739628,8250917816
分飞,308208,8250917816
MC来了,135026,8250917816
背叛,63574,8250917816
一笑倾城,426852063,8049865757
忽而今夏,553310138,8049865757
晴,28724351,8049865757
茫,1495058484,8049865757
年轮,32897777,8049865757
剑魂,1954956658,8049865757
第一人称,1996245972,8049865757
讲话是闭嘴的时候,2006630436,8049865757
不如我们今天见,2002734041,8035738924
专属契约,1970508560,8035738924
Drown In love,1970514897,8035738924
童年intro ＋ 未来的主人翁 (宜花东鹿现场录音版),1815320232,8035738924
鹿港小镇 (宜花东鹿现场录音版),1815320234,8035738924
台东调2020 (宜花东鹿现场录音版),1815319395,8035738924
逗阵兄弟,26210112,8035738924
All for Joy,26425115,8035738924
孤独学,1440598809,8035738924
长大之前,1446772637,8035738924
爱的代价 (Live),108192,7849046192
念念,528273582,7849046192
温柔(3DNA Live版),385635,7849046192
走火入魔,223808,7849046192
接下来是什么,28832451,7849046192
我爱他,223763,7849046192
会呼吸的痛,254132,7849046192
好难得,223624,7849046192
我们没有在一起,254151,7849046192
太傻,1849958697,7849513247
很爱过一个人,450553385,7849513247
我没那么爱你,28773036,7849513247
爱如潮水,2006732748,7849513247
命中注定,2008450162,7849513247
身不由己,28773045,7849513247
花火,223760,7849513247
我是一只小小鸟,223703,7849513247
白头吟,29457287,7849513247
我不想念,254153,7849660787
满满,26348162,7849660787
继续-给十五岁的自己,254149,7849660787
粉丝,529391171,7849660787
所有相爱的人啊 (热情版),1832381426,7849660787
幸福不是情歌,26211122,7849660787
幸福就是,26348164,7849660787
爱的代价 (Live),1447048370,7849660787
鬼迷心窍 (Live),108137,7849682229
寂寞难耐 (Live),108135,7849682229
如果你要离去 (Live),108133,7849682229
没有人知道+爱情少尉 (Live),108131,7849682229
风柜来的人+17岁女生的温柔 (Live),108130,7849682229
生命中的精灵 (Live),108129,7849682229
梦醒时分 (Live),441102586,7849682229
晚婚 (Live),441102573,7849682229
我终于失去了你 (Live),108139,7849682229
当爱已成往事 (Live),108174,7849682229
真面目,1459942230,7848930171
匆匆,28138585,7848930171
你会想念我吗,1459941223,7848930171
亲爱的路人,26210114,7848930171
忘词,385913,7838437309
香水,385897,7838437309
我又初恋了,385894,7838437309
为爱而生,385887,7838437309
刻在我心底的名字,1932572890,7838437309
后青春期的诗,22198024,7838437309
私奔到月球,385818,7838437309
温柔 (Live),27785612,7838437309
我很快乐,255294,7775475086
怎么唱情歌,255219,7775475086
贝壳风铃,255299,7775475086
爱情花园,255286,7775475086
爱情,475279386,7775475086
十七岁,517566379,7775475086
君临天下,255338,7775475086
酒般的记忆,1997154573,7775475086
我很想他,26301441,7775475086
最美好的时光,26301444,7775475086
华夏,1360802561,7737156437
万里长城,1316577999,7737156437
见字如面,1316578001,7737156437
红旗车,1316578003,7737156437
垃圾话,1316578004,7737156437
重庆魂 (Live),1318288330,7737156437
BIG BRO,1381290772,7737156437
苦行僧 (Live),1318288332,7737156437
圆周率,1316578000,7737156437
天干物燥 (Live),1318288340,7737156437
少年维持着烦恼,76844,7718807599
关于小熊,76881,7718807599
踩.脚.踏.车,76821,7718807599
月光下,76838,7718807599
坠落,27533011,7718807599
"夜聊 (你说, 我说) [feat. 李英宏]",76848,7718807599
经典!,76833,7718807599
写一首歌 feat. 方大同,27533018,7718807599
嘘… (ft.徐佳莹),76823,7718807599
无病呻吟 feat. 蛋堡,1365893260,7718807599
外面有点冷 feat. 蛋堡 Soft Lipa,1990155433,7718785279
嘻哈囝,1353220415,7718785279
Same Old Same Old,1985421723,7718785279
妳是我的Wifi feat. 国蛋 GorDoN,524868113,7718785279
Yesterday,29482483,7718785279
纽约邻居,1353221371,7718785279
Trippin’,29482481,7718785279
Rain feat. 阿克江 Akin,1972669944,7718785279
SOUR,1990474654,7718785279
Early Flight,29482482,7718785279
收敛水,76899,7708843538
夜猫组,411907315,7708843538
陪妳过假日 feat. 9m88,443876698,7708843538
睡觉 feat. 熊仔,448917849,7708843538
爱的路上千万里,25846059,7662449932
随缘(国语版) - 难道真的我能忘记你,25846061,7662449932
爱在深秋,25846056,7662449932
往事随风,25846055,7662449932
命中注定,25846048,7662449932
海上花,25846053,7662449932
花祭,25846049,7662449932
阿弥陀佛在心间,25846052,7662449932
给爱,25846054,7662449932
爱的箴言,25846051,7662449932
活着 (Live),548145456,7662533400
去大理 (Live),548145447,7662533400
突然想到理想这个词 (Live),548145455,7662533400
如果来生还能遇见你 (Live),548145445,7662533400
结了 (Live),548145448,7662533400
回到那一天 (Live),548145457,7662533400
北京北京 (Live),548145451,7662533400
四季不败 (Live),548145453,7662533400
卖艺的小青年 (Live),548145449,7662533400
逃跑的木偶 (Live),548145443,7662533400
一生有你,376417,7662624876
完美世界(Live),376061,7662624876
在他乡,376312,7662624876
启程,376100,7662624876
中学时代,376426,7662624876
爱上你 我很快乐,376265,7662624876
别哭，我最爱的人,376173,7662624876
借我一生,376159,7662624876
墓志铭,376424,7662624876
生命的意义,376104,7662624876
张三的歌,142356,7660895089
火柴天堂,142944,7660895089
你是雾我是酒馆,300031,7660895089
十七岁的雨季,114954,7660895089
你的样子,142359,7660895089
夜夜夜夜,142931,7660895089
心云,1302090460,7660895089
像疯了一样,142354,7660895089
戏梦,1302091435,7660895089
枯叶蝶,26609271,7660895089
3170,571854641,7636462655
雨虹,35847564,7636462655
海鸥,35848565,7636462655
云的舞蹈,35848560,7636462655
无名歌,35847566,7636462655
等人,208926,7636462655
秘密,35848566,7636462655
冰川,35416360,7636462655
忽略,208945,7636462655
最小的海,208943,7636462655
Nothing's Gonna Change My Love For You,78590,7597314544
爱她没得救,27678040,7597314544
做我的情人,78308,7597314544
无心伤害,77669,7597314544
如泣如诉,78816,7597314544
谁来爱我(粤),78814,7597314544
真的想你,78428,7597314544
忘了他,78300,7597314544
爱你的全部,78295,7597314544
爱你让我勇敢,77776,7597314544
伤心太平洋,144513,7596856116
任逍遥,144533,7596856116
浪花一朵朵,5272970,7596856116
天涯,144380,7596856116
对面的女孩看过来,144509,7596856116
春天花会开,144359,7596856116
我是一只鱼,144515,7596856116
死不了,144378,7596856116
兄弟,144307,7596856116
白色情人,2029858984,7593579587
I DONT EVEN,2095489237,7593579587
NOBODY,2095488971,7593579587
白马 (feat.KnowKnow),2095488929,7593579587
假装 (feat.YungK2),2095489233,7593579587
沉沦,2095500618,7593579587
LIGHTS (feat.鹿晗),2095489228,7593579587
我忘记多长一段时间没有看到彩虹,2007043782,7593579587
余生都是你,1930158826,7593579587
好不好,1354425335,7593579587
天亮了,238855,7568132458
绒花,524152457,7568132458
祖国不会忘记,238691,7568132458
家乡,238858,7568132458
映山红,238699,7568132458
远方的孩子,34749735,7568132458
白衣的天使,1377556512,7568132458
一时间,534065355,7568132458
我爱祖国的蓝天,238685,7568132458
被动的观众,1960052431,7562480734
多亏你啊,1960055662,7562480734
小失误,1960052430,7562480734
贼,424264770,7562480734
臭小孩,426027825,7562480734
未完不待续,417247524,7562480734
我的快乐大于我的悲哀,426027824,7562480734
三四点了还没睡,1960052432,7562480734
原谅我就是这样的女生,223708,7562480734
成全,254548,7534118001
当爱在靠近,254460,7534118001
为爱痴狂,254499,7534118001
后来,254432,7534118001
成全,254421,7534118001
一辈子的孤单,254457,7534118001
后来(Live),254406,7534118001
为爱痴狂,254436,7534118001
布里亚特舞曲+牧马人之歌 (Live),1954963875,7388898544
我爱你，中国 (Live),1954965657,7388898544
以后 (Live),1954965644,7388898544
嘎达梅林 (Live),1954965641,7388898544
酒歌+酒神曲 (Live),1951174050,7388898544
山雪中 (Live),1951174048,7388898544
半圆月 (Live),1951174047,7388898544
江南组曲 (Live),1951174049,7388898544
醒来吧 (Live),1949040124,7388898544
为何不归来+一杯美酒 (Live),1949038462,7388898544
再见杰克,381821,6849437846
致姗姗来迟的你,432506809,6849437846
向爱出发,543612294,6849437846
做我的猫,519913462,6849437846
逝去的歌,36199725,6849437846
南山南,29715551,6849437846
清风徐来,1861630124,6731094367
青鸟,1861630129,6731094367
人啊,1861632814,6731094367
请你去宇宙跳个舞,1861632811,6731094367
看看,1861630125,6731094367
我们俩,1861632812,6731094367
仰望星空,1861630126,6731094367
情人,1859897483,6731094367
孤独患者,1859897482,6731094367
为爱痴狂,1859897481,6731094367
我最闪亮,362974,8168439211
1987我不知会遇见你,28798772,8168439211
再不疯狂我们就老了,22853023,8168439211
"对不起, 只是忽然很想你",254231,8168439211
蝴蝶泉边,239682,8168439211
还不是因为爱,362952,8168439211
有没有人告诉你,66525,8168439211
伤城,362971,8168439211
可不可以忘记,362955,8168439211
生声入戏,1982675159,8040041743
快活林,1982675160,8040041743
是风动,1860527494,8040041743
燕回巷,1997516981,8040041743
春不晚,1998376975,8040041743
梁生,2005502576,8040041743
你不知道,2010007899,8040041743
例外,1961523800,8040041743
眉南边,1998355620,8040041743
枕万梦,1982680783,8040041743
大人物,1439681685,7050186696
女巫茶话会,1439693863,7050186696
寻梦环游记,1439693874,7050186696
后来的我们,1439693876,7050186696
庆余年,1439693902,7050186696
萌宝满天飞,1439693911,7050186696
康熙王朝,1439695398,7050186696
兰戈,1434535536,7050186696
安家,1434538595,7050186696
一代宗师,1434538604,7050186696
岁月神偷 (Live),1478421421,5318800042
推开世界的门 (Live),1487495799,5318800042
无恙 (Live),1476481961,5318800042
肆意的河 (Live),1485855629,5318800042
仿佛即将分开却又不散 (Live),1491229868,5318800042
原来 (Live),1491229851,5318800042
淘汰 (Live),1491231200,5318800042
你的微笑 (Live),1489294589,5318800042
想见你想见你想见你 (Live),1478419855,5318800042
当你 (Live),1474621851,5318800042
谁 (Live版),2063468936,8384145361
雨爱 (Live版),2061887794,8384145361
我想念 (Live版),2059814165,8384145361
是你 (Live版),2050391293,8384145361
Letting Go (Live版),2048584480,8384145361
字字句句 (Live版),2046990697,8384145361
你要的全拿走 (Live版),2045089372,8384145361
亲爱的，那不是爱情 (Live版),2045089380,8384145361
就让这大雨全都落下 (Live版),2043125519,8384145361
默,31473269,8234437617
梦一场,5261904,8234437617
我是真的爱你,187333,8234437617
遗失的美好,4877040,8234437617
还是会,392516,7371716525
女孩,32358362,7371716525
慢慢等,160060,7371716525
还是会,159947,7371716525
有没有,160023,7371716525
面具,28310964,7371716525
爱如空气,482395098,7371716525
记得回来,1442451773,7371716525
美丽新世界 (Live),1810066941,7051820754
闪闪惹人爱 (Live),1810066952,7051820754
